raceId,year,round,date,race_name,constructorId,constructorRef,team,team_points,best_finish,win,podium,best_grid_position,pole_position,team_mapping,sponsor,ticker,exchange,start_year,end_year,include_main_model,sponsor_type,source_url,notes,stock_trading_date,stock_pre_event_date,stock_t3_end_date,stock_pre_event_close,stock_event_close,stock_t3_end_close,stock_return_t1,stock_return_t3,market_trading_date,market_pre_event_date,market_t3_end_date,market_pre_event_close,market_event_close,market_t3_end_close,market_return_t1,market_return_t3,vix_trading_date,vix_return_t1,vix_return_t3,vix_level_t1,abnormal_return_t1,abnormal_return_t3,team_points_10,stock_return_t1_w1,stock_return_t3_w1
1054,2021,3,2021-05-02,Portuguese Grand Prix,117,aston_martin,Aston Martin,0.0,13,0,0,10,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.,2021-05-03,2021-04-30,2021-05-05,73.75010681152344,75.40123748779297,74.7224349975586,0.022388180134968128,0.013184091902674,2021-05-03,2021-04-30,2021-05-05,4181.169921875,4192.66015625,4167.58984375,0.002748090747253684,-0.0032479134736791426,2021-05-03,-0.016120426360561435,0.02901660346417967,18.309999465942383,0.019640089387714443,0.016432005376353143,0.0,0.022388180134968128,0.013184091902674
1054,2021,3,2021-05-02,Portuguese Grand Prix,6,ferrari,Ferrari,8.0,6,0,0,5,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.,2021-05-03,2021-04-30,2021-05-05,31.21595573425293,31.95528793334961,32.67817306518555,0.023684432582835147,0.04684198502140169,2021-05-03,2021-04-30,2021-05-05,4181.169921875,4192.66015625,4167.58984375,0.002748090747253684,-0.0032479134736791426,2021-05-03,-0.016120426360561435,0.02901660346417967,18.309999465942383,0.020936341835581462,0.05008989849508083,0.8,0.023684432582835147,0.04684198502140169
1054,2021,3,2021-05-02,Portuguese Grand Prix,1,mclaren,McLaren,12.0,5,0,0,7,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.,2021-05-03,2021-04-30,2021-05-05,45.34805679321289,45.09440231323242,45.38032913208008,-0.00559350274118986,0.0007116586938740177,2021-05-03,2021-04-30,2021-05-05,4181.169921875,4192.66015625,4167.58984375,0.002748090747253684,-0.0032479134736791426,2021-05-03,-0.016120426360561435,0.02901660346417967,18.309999465942383,-0.008341593488443544,0.00395957216755316,1.2,-0.00559350274118986,0.0007116586938740177
1054,2021,3,2021-05-02,Portuguese Grand Prix,131,mercedes,Mercedes,41.0,1,1,1,1,1,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.,2021-05-03,2021-04-30,2021-05-05,39.560001373291016,39.70000076293945,34.08000183105469,0.003538912658960669,-0.13852374499501807,2021-05-03,2021-04-30,2021-05-05,4181.169921875,4192.66015625,4167.58984375,0.002748090747253684,-0.0032479134736791426,2021-05-03,-0.016120426360561435,0.02901660346417967,18.309999465942383,0.0007908219117069848,-0.13527583152133893,4.1,0.003538912658960669,-0.12047902996686921
1054,2021,3,2021-05-02,Portuguese Grand Prix,131,mercedes,Mercedes,41.0,1,1,1,1,1,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.,2021-05-03,2021-04-30,2021-05-05,208.5099945068359,205.1199951171875,193.2400054931641,-0.016258210536460704,-0.0732338468944288,2021-05-03,2021-04-30,2021-05-05,4181.169921875,4192.66015625,4167.58984375,0.002748090747253684,-0.0032479134736791426,2021-05-03,-0.016120426360561435,0.02901660346417967,18.309999465942383,-0.01900630128371439,-0.06998593342074966,4.1,-0.016258210536460704,-0.0732338468944288
1055,2021,4,2021-05-09,Spanish Grand Prix,117,aston_martin,Aston Martin,0.0,11,0,0,11,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.,2021-05-10,2021-05-07,2021-05-12,68.63164520263672,67.88862609863281,64.8799057006836,-0.010826188149943405,-0.054664863283927057,2021-05-10,2021-05-07,2021-05-12,4232.60009765625,4188.43017578125,4063.0400390625,-0.010435647322188157,-0.040060495837450305,2021-05-10,0.1779508219483823,0.6530856362938835,19.65999984741211,-0.000390540827755248,-0.014604367446476751,0.0,-0.010826188149943405,-0.054664863283927057
1055,2021,4,2021-05-09,Spanish Grand Prix,6,ferrari,Ferrari,18.0,4,0,0,4,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.,2021-05-10,2021-05-07,2021-05-12,33.590003967285156,32.883541107177734,32.53031539916992,-0.021031937382189003,-0.03154773572361924,2021-05-10,2021-05-07,2021-05-12,4232.60009765625,4188.43017578125,4063.0400390625,-0.010435647322188157,-0.040060495837450305,2021-05-10,0.1779508219483823,0.6530856362938835,19.65999984741211,-0.010596290060000846,0.008512760113831064,1.8,-0.021031937382189003,-0.03154773572361924
1055,2021,4,2021-05-09,Spanish Grand Prix,1,mclaren,McLaren,12.0,6,0,0,7,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.,2021-05-10,2021-05-07,2021-05-12,46.60708236694336,45.97064208984375,43.39263916015625,-0.013655441292995674,-0.068968985903889,2021-05-10,2021-05-07,2021-05-12,4232.60009765625,4188.43017578125,4063.0400390625,-0.010435647322188157,-0.040060495837450305,2021-05-10,0.1779508219483823,0.6530856362938835,19.65999984741211,-0.0032197939708075163,-0.028908490066438697,1.2,-0.013655441292995674,-0.068968985903889
1055,2021,4,2021-05-09,Spanish Grand Prix,131,mercedes,Mercedes,40.0,1,1,1,1,1,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.,2021-05-10,2021-05-07,2021-05-12,34.52000045776367,33.63999938964844,31.399999618530273,-0.02549249873828774,-0.09038241013498305,2021-05-10,2021-05-07,2021-05-12,4232.60009765625,4188.43017578125,4063.0400390625,-0.010435647322188157,-0.040060495837450305,2021-05-10,0.1779508219483823,0.6530856362938835,19.65999984741211,-0.015056851416099581,-0.050321914297532744,4.0,-0.02549249873828774,-0.09038241013498305
1055,2021,4,2021-05-09,Spanish Grand Prix,131,mercedes,Mercedes,40.0,1,1,1,1,1,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.,2021-05-10,2021-05-07,2021-05-12,189.17999267578125,187.5800018310547,189.27000427246097,-0.008457505585533265,0.00047579871109304506,2021-05-10,2021-05-07,2021-05-12,4232.60009765625,4188.43017578125,4063.0400390625,-0.010435647322188157,-0.040060495837450305,2021-05-10,0.1779508219483823,0.6530856362938835,19.65999984741211,0.0019781417366548926,0.04053629454854335,4.0,-0.008457505585533265,0.00047579871109304506
1056,2021,5,2021-05-23,Monaco Grand Prix,117,aston_martin,Aston Martin,14.0,5,0,0,8,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.,2021-05-24,2021-05-21,2021-05-26,65.5694808959961,65.44060516357422,65.34856414794922,-0.001965483494162368,-0.0033692008084872382,2021-05-24,2021-05-21,2021-05-26,4155.85986328125,4197.0498046875,4195.990234375,0.009911292190138532,0.009656334047333681,2021-05-24,-0.08684863687990696,-0.13846149186092205,18.399999618530273,-0.0118767756843009,-0.01302553485582092,1.4,-0.001965483494162368,-0.0033692008084872382
1056,2021,5,2021-05-23,Monaco Grand Prix,6,ferrari,Ferrari,18.0,2,0,1,1,1,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.,2021-05-24,2021-05-21,2021-05-26,33.02507019042969,33.406288146972656,32.428375244140625,0.011543289820272307,-0.01806793877646251,2021-05-24,2021-05-21,2021-05-26,4155.85986328125,4197.0498046875,4195.990234375,0.009911292190138532,0.009656334047333681,2021-05-24,-0.08684863687990696,-0.13846149186092205,18.399999618530273,0.0016319976301337746,-0.027724272823796192,1.8,0.011543289820272307,-0.01806793877646251
1056,2021,5,2021-05-23,Monaco Grand Prix,1,mclaren,McLaren,15.0,3,0,1,5,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.,2021-05-24,2021-05-21,2021-05-26,45.41261672973633,46.18278503417969,45.961421966552734,0.016959346540783127,0.012084862673351404,2021-05-24,2021-05-21,2021-05-26,4155.85986328125,4197.0498046875,4195.990234375,0.009911292190138532,0.009656334047333681,2021-05-24,-0.08684863687990696,-0.13846149186092205,18.399999618530273,0.007048054350644595,0.002428528626017723,1.5,0.016959346540783127,0.012084862673351404
1056,2021,5,2021-05-23,Monaco Grand Prix,131,mercedes,Mercedes,7.0,7,0,0,3,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.,2021-05-25,2021-05-21,2021-05-27,30.81999969482422,31.61000061035156,32.83000183105469,0.025632735994478573,0.06521746126324657,2021-05-24,2021-05-21,2021-05-26,4155.85986328125,4197.0498046875,4195.990234375,0.009911292190138532,0.009656334047333681,2021-05-24,-0.08684863687990696,-0.13846149186092205,18.399999618530273,0.01572144380434004,0.05556112721591289,0.7,0.025632735994478573,0.06521746126324657
1056,2021,5,2021-05-23,Monaco Grand Prix,131,mercedes,Mercedes,7.0,7,0,0,3,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.,2021-05-24,2021-05-21,2021-05-26,210.6000061035156,214.3500061035156,219.9600067138672,0.017806267290214395,0.04444444605453102,2021-05-24,2021-05-21,2021-05-26,4155.85986328125,4197.0498046875,4195.990234375,0.009911292190138532,0.009656334047333681,2021-05-24,-0.08684863687990696,-0.13846149186092205,18.399999618530273,0.007894975100075863,0.034788112007197336,0.7,0.017806267290214395,0.04444444605453102
1057,2021,6,2021-06-06,Azerbaijan Grand Prix,117,aston_martin,Aston Martin,18.0,2,0,1,11,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.,2021-06-07,2021-06-04,2021-06-09,65.80876159667969,65.62469482421875,65.57867431640625,-0.0027969949288670914,-0.00349630162748793,2021-06-07,2021-06-04,2021-06-09,4229.89013671875,4226.52001953125,4219.5498046875,-0.0007967387044511831,-0.0024445864306232856,2021-06-07,0.0,0.0895249273157297,16.420000076293945,-0.0020002562244159083,-0.0010517151968646443,1.8,-0.0027969949288670914,-0.00349630162748793
1057,2021,6,2021-06-06,Azerbaijan Grand Prix,6,ferrari,Ferrari,16.0,4,0,0,1,1,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.,2021-06-07,2021-06-04,2021-06-09,33.273685455322266,32.884178161621094,33.00020217895508,-0.011706166250329497,-0.008219206036986892,2021-06-07,2021-06-04,2021-06-09,4229.89013671875,4226.52001953125,4219.5498046875,-0.0007967387044511831,-0.0024445864306232856,2021-06-07,0.0,0.0895249273157297,16.420000076293945,-0.010909427545878314,-0.005774619606363607,1.6,-0.011706166250329497,-0.008219206036986892
1057,2021,6,2021-06-06,Azerbaijan Grand Prix,1,mclaren,McLaren,12.0,5,0,0,6,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.,2021-06-07,2021-06-04,2021-06-09,47.7462043762207,47.427978515625,47.94451141357422,-0.0066649457219303265,0.004153357108576339,2021-06-07,2021-06-04,2021-06-09,4229.89013671875,4226.52001953125,4219.5498046875,-0.0007967387044511831,-0.0024445864306232856,2021-06-07,0.0,0.0895249273157297,16.420000076293945,-0.005868207017479143,0.006597943539199624,1.2,-0.0066649457219303265,0.004153357108576339
1057,2021,6,2021-06-06,Azerbaijan Grand Prix,131,mercedes,Mercedes,0.0,12,0,0,2,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.,2021-06-07,2021-06-04,2021-06-09,30.950000762939453,30.790000915527344,30.790000915527344,-0.005169623375379628,-0.005169623375379628,2021-06-07,2021-06-04,2021-06-09,4229.89013671875,4226.52001953125,4219.5498046875,-0.0007967387044511831,-0.0024445864306232856,2021-06-07,0.0,0.0895249273157297,16.420000076293945,-0.004372884670928445,-0.0027250369447563427,0.0,-0.005169623375379628,-0.005169623375379628
1057,2021,6,2021-06-06,Azerbaijan Grand Prix,131,mercedes,Mercedes,0.0,12,0,0,2,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.,2021-06-07,2021-06-04,2021-06-09,206.94000244140625,215.41000366210935,213.9499969482422,0.04092974350428613,0.033874526066175914,2021-06-07,2021-06-04,2021-06-09,4229.89013671875,4226.52001953125,4219.5498046875,-0.0007967387044511831,-0.0024445864306232856,2021-06-07,0.0,0.0895249273157297,16.420000076293945,0.041726482208737314,0.0363191124967992,0.0,0.04092974350428613,0.033874526066175914
1059,2021,7,2021-06-20,French Grand Prix,117,aston_martin,Aston Martin,3.0,9,0,0,12,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.,2021-06-21,2021-06-18,2021-06-23,62.881893157958984,64.07841491699219,63.6090087890625,0.019028081041191802,0.011563195613036203,2021-06-21,2021-06-18,2021-06-23,4166.4501953125,4224.7900390625,4241.83984375,0.014002289962720793,0.018094455688518085,2021-06-21,-0.13574885360979994,-0.21159424669959592,17.889999389648438,0.005025791078471009,-0.006531260075481882,0.3,0.019028081041191802,0.011563195613036203
1059,2021,7,2021-06-20,French Grand Prix,6,ferrari,Ferrari,0.0,11,0,0,5,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.,2021-06-21,2021-06-18,2021-06-23,32.386940002441406,33.54717254638672,34.21016311645508,0.035824086618181594,0.05629501008357796,2021-06-21,2021-06-18,2021-06-23,4166.4501953125,4224.7900390625,4241.83984375,0.014002289962720793,0.018094455688518085,2021-06-21,-0.13574885360979994,-0.21159424669959592,17.889999389648438,0.0218217966554608,0.03820055439505987,0.0,0.035824086618181594,0.05629501008357796
1059,2021,7,2021-06-20,French Grand Prix,1,mclaren,McLaren,18.0,5,0,0,8,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.,2021-06-21,2021-06-18,2021-06-23,45.4587287902832,46.11822891235352,45.75850296020508,0.01450766749578114,0.006594424831033896,2021-06-21,2021-06-18,2021-06-23,4166.4501953125,4224.7900390625,4241.83984375,0.014002289962720793,0.018094455688518085,2021-06-21,-0.13574885360979994,-0.21159424669959592,17.889999389648438,0.0005053775330603472,-0.01150003085748419,1.8,0.01450766749578114,0.006594424831033896
1059,2021,7,2021-06-20,French Grand Prix,131,mercedes,Mercedes,30.0,2,0,1,2,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.,2021-06-21,2021-06-18,2021-06-23,33.93000030517578,32.84000015258789,32.95000076293945,-0.03212496736764303,-0.02888298064904038,2021-06-21,2021-06-18,2021-06-23,4166.4501953125,4224.7900390625,4241.83984375,0.014002289962720793,0.018094455688518085,2021-06-21,-0.13574885360979994,-0.21159424669959592,17.889999389648438,-0.046127257330363824,-0.046977436337558465,3.0,-0.03212496736764303,-0.02888298064904038
1059,2021,7,2021-06-20,French Grand Prix,131,mercedes,Mercedes,30.0,2,0,1,2,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.,2021-06-21,2021-06-18,2021-06-23,244.91000366210935,237.67999267578125,252.8999938964844,-0.029521092965655193,0.03262418894655883,2021-06-21,2021-06-18,2021-06-23,4166.4501953125,4224.7900390625,4241.83984375,0.014002289962720793,0.018094455688518085,2021-06-21,-0.13574885360979994,-0.21159424669959592,17.889999389648438,-0.04352338292837599,0.014529733258040745,3.0,-0.029521092965655193,0.03262418894655883
1058,2021,8,2021-06-27,Styrian Grand Prix,117,aston_martin,Aston Martin,4.0,8,0,0,10,0,Aston Martin,Cognizant,CTSH,NASDAQ,2021,2025,True,Technology sponsor,https://www.cognizant.com/,Listed sponsor and publicly traded company.,2021-06-28,2021-06-25,2021-06-30,64.8791732788086,64.56620788574219,63.74705505371094,-0.004823819066273938,-0.01744964012153094,2021-06-28,2021-06-25,2021-06-30,4280.7001953125,4290.60986328125,4297.5,0.0023149642620619026,0.003924545967011639,2021-06-28,0.008962890163154658,0.013444304717384892,15.760000228881836,-0.00713878332833584,-0.02137418608854258,0.4,-0.004823819066273938,-0.01744964012153094
1058,2021,8,2021-06-27,Styrian Grand Prix,6,ferrari,Ferrari,14.0,6,0,0,7,0,Ferrari,Shell,SHEL,LSE/NYSE,2021,2025,True,Energy / technical partner,https://www.shell.com/,Long-term Ferrari partner; suitable for the full sample.,2021-06-28,2021-06-25,2021-06-30,34.71567916870117,33.43943786621094,33.480865478515625,-0.036762677068431504,-0.03556933696111653,2021-06-28,2021-06-25,2021-06-30,4280.7001953125,4290.60986328125,4297.5,0.0023149642620619026,0.003924545967011639,2021-06-28,0.008962890163154658,0.013444304717384892,15.760000228881836,-0.03907764133049341,-0.039493882928128166,1.4,-0.036762677068431504,-0.03556933696111653
1058,2021,8,2021-06-27,Styrian Grand Prix,1,mclaren,McLaren,10.0,5,0,0,4,0,McLaren,Dell Technologies,DELL,NYSE,2021,2025,True,Technology sponsor,https://www.delltechnologies.com/,Useful listed sponsor for McLaren.,2021-06-28,2021-06-25,2021-06-30,45.88764190673828,46.0029296875,45.96603012084961,0.0025123927918551114,0.0017082641612014005,2021-06-28,2021-06-25,2021-06-30,4280.7001953125,4290.60986328125,4297.5,0.0023149642620619026,0.003924545967011639,2021-06-28,0.008962890163154658,0.013444304717384892,15.760000228881836,0.0001974285297932088,-0.0022162818058102385,1.0,0.0025123927918551114,0.0017082641612014005
1058,2021,8,2021-06-27,Styrian Grand Prix,131,mercedes,Mercedes,34.0,2,0,1,2,0,Mercedes,TeamViewer,TMV.DE,XETRA,2021,2025,True,Technology sponsor,https://www.teamviewer.com/,Five-year partnership announced in 2021.,2021-06-28,2021-06-25,2021-06-30,33.59000015258789,32.220001220703125,31.719999313354492,-0.04078591621498451,-0.055671355484924745,2021-06-28,2021-06-25,2021-06-30,4280.7001953125,4290.60986328125,4297.5,0.0023149642620619026,0.003924545967011639,2021-06-28,0.008962890163154658,0.013444304717384892,15.760000228881836,-0.04310088047704641,-0.059595901451936384,3.4,-0.04078591621498451,-0.055671355484924745
1058,2021,8,2021-06-27,Styrian Grand Prix,131,mercedes,Mercedes,34.0,2,0,1,2,0,Mercedes,CrowdStrike,CRWD,NASDAQ,2021,2025,True,Cybersecurity sponsor,https://www.crowdstrike.com/,Listed as a Mercedes-AMG Petronas F1 partner during the sample window.,2021-06-28,2021-06-25,2021-06-30,253.2400054931641,255.08999633789065,251.30999755859375,0.007305286702722347,-0.007621260040694633,2021-06-28,2021-06-25,2021-06-30,4280.7001953125,4290.60986328125,4297.5,0.0023149642620619026,0.003924545967011639,2021-06-28,0.008962890163154658,0.013444304717384892,15.760000228881836,0.004990322440660444,-0.011545806007706272,3.4,0.007305286702722347,-0.007621260040694633
